display,tooltips,purity,complexity,cost,processing,steps,viewBox,recipeIndexes,id
Resonant Servo,§aExtracts items/fluids from something.§r,1,1129847.8354481086,609161.1691533617,520686.666294747,58,7296 7072,92402 92401 92403 92404 92405,thermaldynamics:servo:4
Endorium Sledge Hammer Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,800 4992,27851,"tcomplement:sledge_head:0:{Material:""endorium""}"
Endorium Chisel Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,3264 4896,27850,"tcomplement:chisel_head:0:{Material:""endorium""}"
Endorium Tool Rod,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,7296 6624,27823,"tconstruct:tool_rod:0:{Material:""endorium""}"
Fusewood Shard,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,1984 6368,27822,"tconstruct:shard:0:{Material:""endorium""}"
Endorium Pickaxe Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,4608 6144,27824,"tconstruct:pick_head:0:{Material:""endorium""}"
Endorium Shovel Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,7936 6496,27825,"tconstruct:shovel_head:0:{Material:""endorium""}"
Endorium Kama Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,1824 5824,27827,"tconstruct:kama_head:0:{Material:""endorium""}"
Endorium Axe Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,768 5120,27826,"tconstruct:axe_head:0:{Material:""endorium""}"
Endorium Large Plate,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,4160 5856,27830,"tconstruct:large_plate:0:{Material:""endorium""}"
Tough Tool Rod,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,1664 6688,27828,"tconstruct:tough_tool_rod:0:{Material:""endorium""}"
Endorium Sword Blade,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,1888 6624,27834,"tconstruct:sword_blade:0:{Material:""endorium""}"
Endorium Sharpening Kit,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,7296 6368,27821,"tconstruct:sharpening_kit:0:{Material:""endorium""}"
Endorium Hammer Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,2240 5664,27829,"tconstruct:hammer_head:0:{Material:""endorium""}"
Endorium Excavator Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,928 5536,27831,"tconstruct:excavator_head:0:{Material:""endorium""}"
Endorium Broad Axe Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,5600 5248,27832,"tconstruct:broad_axe_head:0:{Material:""endorium""}"
Endorium Scythe Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,3552 6336,27833,"tconstruct:scythe_head:0:{Material:""endorium""}"
Endorium Pan,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,6144 6112,27835,"tconstruct:pan_head:0:{Material:""endorium""}"
Endorium Sign Plate,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,2464 6592,27836,"tconstruct:sign_head:0:{Material:""endorium""}"
Endorium Large Sword Blade,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,1280 5888,27837,"tconstruct:large_sword_blade:0:{Material:""endorium""}"
Endorium Bowlimb,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,0 5248,27838,"tconstruct:bow_limb:0:{Material:""endorium""}"
Endorium Arrow Head,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,2912 5088,27840,"tconstruct:arrow_head:0:{Material:""endorium""}"
Endorium Arrow Shaft,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,6720 5088,27839,"tconstruct:arrow_shaft:0:{Material:""endorium""}"
Endorium Bolt Core,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,,27841,"tconstruct:bolt_core:0:{TinkerData:{Materials:[""endorium"",""unknown""]}}"
Endorium Pipe Piece,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,160 4320,27849,"plustic:pipe_piece:0:{Material:""endorium""}"
Endorium Boots Core,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,4960 1568,27847,"conarm:boots_core:0:{Material:""endorium""}"
Endorium Helmet Core,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,2880 1696,27842,"conarm:helmet_core:0:{Material:""endorium""}"
Endorium Chestplate Core,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,2784 1600,27845,"conarm:chest_core:0:{Material:""endorium""}"
Endorium Leggings Core,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,1792 1760,27846,"conarm:leggings_core:0:{Material:""endorium""}"
Endorium Armor Plates,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,8160 1472,27843,"conarm:armor_plate:0:{Material:""endorium""}"
Endorium Armor Trim,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,5984 1504,27844,"conarm:armor_trim:0:{Material:""endorium""}"
Endorium Polishing Kit,,1,1128909.3986962643,300389.75312841625,828519.6455678479,151,7808 1760,27848,"conarm:polishing_kit:0:{Material:""endorium""}"
Endorium Ingot,,1,1128907.3986962643,300388.75312841625,828518.6455678479,150,6656 2016,96836 5273 87992,endreborn:item_ingot_endorium:0
Enderium Ingot,,1,1128601.2311891222,607956.4077184492,520644.8234706729,46,5952 7200,51225 11965 14987 16543 25677 25834 26064 47291 56044 91570 91579 92245,thermalfoundation:material:167
Pink Slime,,1,1127853.6843526696,20.001,1127833.6833526697,175,,5928 937 5548 45677 46231 46586,fluid:if.pink_slime
Liquid Meat,,1,1127853.6843526696,20.001,1127833.6833526697,175,,5927 1023 45672 46581 47197,fluid:meat
Lumium Chestplate Core,,1,1127581.4176568738,606901.7513621269,520679.666294747,53,6720 1600,51209 51208,"conarm:chest_core:0:{Material:""lumium""}"
Floating Pink Flower,,1,1127338.2681590908,962822.2656401163,164516.0025189745,79,3456 1120,84290,botania:miniisland:6
Enderium Plate,,1,1125711.423683345,604041.3187261714,521670.10495717375,57,8064 7200,51227 6451 9329 10959 11471 12131 12153 12782 56046 96562,thermalfoundation:material:359
Mob Slaughter Factory,,1,1125552.00356246,346963.0202475433,778588.9833149167,174,3904 3296,97948,industrialforegoing:mob_slaughter_factory:0
Shard of Laputa,Shard Power I,1,1125255.1185407995,1125232.5442815402,22.57425925925926,1,7584 1088,84050,botania:laputashard:0
Floating Black Flower,,1,1122646.5812853673,958130.5787663927,164516.0025189745,79,3296 1120,84154,botania:miniisland:15
Accented Corrosive Stone Pillar,,1,1121666.5321886346,4297.7984306588805,1117368.7337579757,156,3616 992,87245,bloodmagic:demon_pillar_2:1
Accented Destructive Stone Pillar,,1,1121666.5321886346,4297.7984306588805,1117368.7337579757,156,3648 992,87294,bloodmagic:demon_pillar_2:2
Accented Vengeful Stone Pillar,,1,1121666.5321886346,4297.7984306588805,1117368.7337579757,156,3680 992,87250,bloodmagic:demon_pillar_2:3
Accented Steadfast Stone Pillar,,1,1121666.5321886346,4297.7984306588805,1117368.7337579757,156,3712 992,87289,bloodmagic:demon_pillar_2:4
Accented Corrosive Stone Tiles,,1,1121188.8508815244,3820.117123548635,1117368.7337579757,156,2176 992,87230,bloodmagic:demon_brick_2:11
Accented Destructive Stone Tiles,,1,1121188.8508815244,3820.117123548635,1117368.7337579757,156,2208 992,87288,bloodmagic:demon_brick_2:12
Accented Vengeful Stone Tiles,,1,1121188.8508815244,3820.117123548635,1117368.7337579757,156,2240 992,87259,bloodmagic:demon_brick_2:13
Accented Steadfast Stone Tiles,,1,1121188.8508815244,3820.117123548635,1117368.7337579757,156,2272 992,87226,bloodmagic:demon_brick_2:14
Gelid Enderium Chisel Head,,1,1121007.0952572764,600328.4289625295,520678.666294747,52,5472 4896,50262 50261,"tcomplement:chisel_head:0:{Material:""gelid_enderium""}"
Gelid Enderium Tool Rod,,1,1121007.0952572764,600328.4289625295,520678.666294747,52,1312 6656,50200 50199,"tconstruct:tool_rod:0:{Material:""gelid_enderium""}"
Wide Guard,,1,1121007.0952572764,600328.4289625295,520678.666294747,52,896 6720,50228 50227,"tconstruct:wide_guard:0:{Material:""gelid_enderium""}"
Gelid Enderium Binding,,1,1121007.0952572764,600328.4289625295,520678.666294747,52,4640 5184,50204 50203,"tconstruct:binding:0:{Material:""gelid_enderium""}"
Gelid Enderium Hand Guard,,1,1121007.0952572764,600328.4289625295,520678.666294747,52,1504 5696,50230 50229,"tconstruct:hand_guard:0:{Material:""gelid_enderium""}"
Gelid Enderium Cross Guard,,1,1121007.0952572764,600328.4289625295,520678.666294747,52,2208 5408,50232 50231,"tconstruct:cross_guard:0:{Material:""gelid_enderium""}"
Gelid Enderium Knife Blade,,1,1121007.0952572764,600328.4289625295,520678.666294747,52,1088 5856,50244 50243,"tconstruct:knife_blade:0:{Material:""gelid_enderium""}"
Gelid Enderium Armor Trim,,1,1121007.0952572764,600328.4289625295,520678.666294747,52,416 1536,50250 50249,"conarm:armor_trim:0:{Material:""gelid_enderium""}"
Enderium Chisel Head,,1,1120998.3352572764,600321.6689625295,520676.666294747,50,1952 4896,51308 51307,"tcomplement:chisel_head:0:{Material:""enderium""}"
Enderium Tool Rod,,1,1120998.3352572764,600321.6689625295,520676.666294747,50,5984 6624,51246 51245,"tconstruct:tool_rod:0:{Material:""enderium""}"
Wide Guard,,1,1120998.3352572764,600321.6689625295,520676.666294747,50,5632 6688,51274 51273,"tconstruct:wide_guard:0:{Material:""enderium""}"
Enderium Binding,,1,1120998.3352572764,600321.6689625295,520676.666294747,50,1184 5184,51250 51249,"tconstruct:binding:0:{Material:""enderium""}"
Enderium Hand Guard,,1,1120998.3352572764,600321.6689625295,520676.666294747,50,6240 5664,51276 51275,"tconstruct:hand_guard:0:{Material:""enderium""}"
Enderium Cross Guard,,1,1120998.3352572764,600321.6689625295,520676.666294747,50,6944 5376,51278 51277,"tconstruct:cross_guard:0:{Material:""enderium""}"
Enderium Knife Blade,,1,1120998.3352572764,600321.6689625295,520676.666294747,50,5824 5824,51290 51289,"tconstruct:knife_blade:0:{Material:""enderium""}"
Enderium Armor Trim,,1,1120998.3352572764,600321.6689625295,520676.666294747,50,4480 1504,51296 51295,"conarm:armor_trim:0:{Material:""enderium""}"
§b768000000 Mana,,1,1117681.4257393659,536699.4440621637,580981.9816772022,37,2848 1120,84386 5345,"botania:manatablet:0:{mana:500000,display:{Name:""§b768000000 Mana""}}"
§b768000000 Mana,,1,1117681.4257393659,536699.4440621637,580981.9816772022,37,2848 1120,84386 5346,"botania:manatablet:0:{mana:480000,display:{Name:""§b480000 Mana""}}"
§b768000000 Mana,,1,1117681.4257393659,536699.4440621637,580981.9816772022,37,2848 1120,84386 22784,"botania:manatablet:0:{mana:500000,creative:1b}"
§b768000000 Mana,,1,1117681.4257393659,536699.4440621637,580981.9816772022,37,2816 1120,84386,botania:manatablet:0:{mana:500000}
Mana Tablet,,1,1117681.4257393659,536699.4440621637,580981.9816772022,37,2816 1120,84386,botania:manatablet:0
Rosa Arcana,,1,1116646.6110295253,915941.6936583564,200704.91737116885,78,1824 1152,11269,"botania:specialflower:0:{type:""arcanerose""}"
Rune of Mana,,1,1115765.4810583978,915853.4963928313,199911.9846655665,63,544 1152,7272,botania:rune:8
Molten Lithium-7,,1,1111695.0197528703,10843.263032806733,1100851.7567200635,225,,1000,nuclearcraft:fluid_lithium7:0
Energium Chestplate Core,,1,1111104.5297582957,511464.6541238266,599639.8756344691,109,2720 1600,49515 49514,"conarm:chest_core:0:{Material:""energetic_metal""}"
Crystalline Alloy Nugget,,1,1110629.5135671261,11877.469073517266,1098752.0444936089,271,1536 1984,94429 52372,enderio:item_alloy_endergy_nugget:1
Molten HEU-235 Fuel,,1,1109899.9615011008,49.04424170428171,1109850.9172593965,226,,20697 771 12646 20701 45850 46759,fluid:fuel_heu_235
Molten LEU-235 Fuel,,1,1109871.2500231203,20.332763723816896,1109850.9172593965,226,,20696 843 12645 20700 45847 46756,fluid:fuel_leu_235
Prosperity Shard Sledge Hammer Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,7488 4960,27820,"tcomplement:sledge_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Chisel Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,1760 4896,27819,"tcomplement:chisel_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Tool Rod,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,5792 6624,27788,"tconstruct:tool_rod:0:{Material:""ma.prosperity""}"
Prosperity Shard Pickaxe Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,3104 6144,27789,"tconstruct:pick_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Shovel Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,6432 6496,27791,"tconstruct:shovel_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Kama Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,320 5824,27793,"tconstruct:kama_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Axe Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,7456 5088,27792,"tconstruct:axe_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Large Plate,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,2656 5856,27796,"tconstruct:large_plate:0:{Material:""ma.prosperity""}"
Wide Guard,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,5440 6688,27802,"tconstruct:wide_guard:0:{Material:""ma.prosperity""}"
Prosperity Shard Sword Blade,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,384 6624,27801,"tconstruct:sword_blade:0:{Material:""ma.prosperity""}"
Prosperity Shard Sharpening Kit,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,5792 6368,27786,"tconstruct:sharpening_kit:0:{Material:""ma.prosperity""}"
Prosperity Shard Binding,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,992 5184,27790,"tconstruct:binding:0:{Material:""ma.prosperity""}"
Prosperity Shard Hammer Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,736 5664,27795,"tconstruct:hammer_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Excavator Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,7616 5504,27797,"tconstruct:excavator_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Tough Binding,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,3136 6656,27798,"tconstruct:tough_binding:0:{Material:""ma.prosperity""}"
Prosperity Shard Broad Axe Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,4096 5248,27799,"tconstruct:broad_axe_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Scythe Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,2048 6336,27800,"tconstruct:scythe_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Hand Guard,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,6048 5664,27803,"tconstruct:hand_guard:0:{Material:""ma.prosperity""}"
Prosperity Shard Cross Guard,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,6752 5376,27804,"tconstruct:cross_guard:0:{Material:""ma.prosperity""}"
Prosperity Shard Pan,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,4640 6112,27805,"tconstruct:pan_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Sign Plate,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,960 6592,27806,"tconstruct:sign_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Large Sword Blade,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,7968 5856,27807,"tconstruct:large_sword_blade:0:{Material:""ma.prosperity""}"
Prosperity Shard Bowlimb,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,6720 5216,27808,"tconstruct:bow_limb:0:{Material:""ma.prosperity""}"
Prosperity Shard Arrow Head,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,1408 5088,27809,"tconstruct:arrow_head:0:{Material:""ma.prosperity""}"
Prosperity Shard Knife Blade,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,5632 5824,27810,"tconstruct:knife_blade:0:{Material:""ma.prosperity""}"
Prosperity Shard Pipe Piece,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,6848 4288,27818,"plustic:pipe_piece:0:{Material:""ma.prosperity""}"
Prosperity Shard Boots Core,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,3264 1568,27816,"conarm:boots_core:0:{Material:""ma.prosperity""}"
Prosperity Shard Helmet Core,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,1184 1696,27811,"conarm:helmet_core:0:{Material:""ma.prosperity""}"
Prosperity Shard Chestplate Core,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,1088 1600,27814,"conarm:chest_core:0:{Material:""ma.prosperity""}"
Prosperity Shard Leggings Core,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,96 1760,27815,"conarm:leggings_core:0:{Material:""ma.prosperity""}"
Prosperity Shard Armor Plates,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,6464 1472,27812,"conarm:armor_plate:0:{Material:""ma.prosperity""}"
Prosperity Shard Armor Trim,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,4288 1504,27813,"conarm:armor_trim:0:{Material:""ma.prosperity""}"
Prosperity Shard Polishing Kit,,1,1105194.1995526492,475949.69993351394,629244.4996191353,26,6112 1760,27817,"conarm:polishing_kit:0:{Material:""ma.prosperity""}"
Helium,,1,1104607.2527154023,278.57295135589334,1104328.6797640463,202,,5641 879 5127 5128 5642 5643 8219 8220 8221 8222 8224 8225 8226 8227 8228 8229 8230 8231 8232 8233 8234 8235 8236 8237 8238 8239 8240 8241 8242 8243 45688 46241 46597,fluid:helium
Pine Boat,,1,1103680.1795139508,1103625.1795139508,55,3,4736 928,83502,biomesoplenty:boat_pine:0
Floating Petro Petunia,,1,1101867.5350238886,937262.0019060557,164605.53311783297,88,4384 1088,90312,"botania:floatingspecialflower:0:{type:""petro_petunia""}"
Molten LEP-239 Fuel,,1,1100970.1270904338,121.37037037037037,1100848.7567200635,222,,826,nuclearcraft:fluid_fuel_lep_239:0
Molten HEP-239 Fuel,,1,1100930.775238582,82.01851851851852,1100848.7567200635,222,,754,nuclearcraft:fluid_fuel_hep_239:0
Molten Plutonium-239,,1,1100868.5900533968,21.833333333333332,1100846.7567200635,220,,1116,nuclearcraft:fluid_plutonium_239:0
Molten Lithium-7,,1,1100861.5989830964,10.842263032806734,1100850.7567200635,224,,20533 999 11845 20534 45694 46603,fluid:lithium7
Molten LEP-239 Fuel,,1,1100847.8770904338,0.12037037037037036,1100847.7567200635,221,,20712 825 12661 20716 45859 46768,fluid:fuel_lep_239
Molten HEP-239 Fuel,,1,1100847.837738582,0.08101851851851852,1100847.7567200635,221,,20713 753 12662 20717 45862 46771,fluid:fuel_hep_239
Molten Plutonium-242,,1,1100846.8956089525,0.1388888888888889,1100846.7567200635,220,,20651 1127 11888 11917 11918 11919 11920 11921 11922 11924 20652 20653 45796 46705,fluid:plutonium_242
Molten Plutonium-239,,1,1100845.7775533968,0.020833333333333332,1100845.7567200635,219,,20647 1115 11888 11916 11917 11918 11921 11922 20648 45790 46699,fluid:plutonium_239
Glimmering Gray Flower,,1,1100467.4885398953,993412.1357663975,107055.35277349789,23,1280 1152,84379,botania:shinyflower:7
Gaia Spirit Ingot,,1,1098618.2824390954,564225.65457744,534392.6278616553,225,1856 1120,97507,botania:manaresource:14
Sextuple Compressed Cobblestone,,1,1097928,597871,500057,7,7424 2272,83123 83126,extrautils2:compressedcobblestone:5
Sextuple Compressed Mossy Cobblestone,,1,1097928,597871,500057,7,5376 32,93612 93615,additionalcompression:cobblestonemossy_compressed:5
Black Hole Label,,1,1096659.6392064262,270126.71940560744,826532.9198008187,103,,88815,industrialforegoing:black_hole_label:0
