display,tooltips,purity,complexity,cost,processing,steps,imgsrc,labels,recipeIndexes,depIndexes,id
ME Covered Cable - Green,,1,4827.0230223368435,692.0475389194139,4134.975483417429,88,640 112,🍾,51792,51759,appliedenergistics2:part:33
Dragon Ice,,1,4821.8,2501.5,2320.3,15,1872 880,,27829 63569 53524 6686 9951,41329 53459 63570,iceandfire:dragon_ice:0
Printed Silicon,,1,4821.8,2501.5,2320.3,15,2688 96,,27825 6658 21433,6652 6656 6657 65160,appliedenergistics2:material:20
Light Gray Typewriter,,1,4819.30782468727,4122.145833333333,697.1619913539367,41,2352 144,,53747 53748,6887 6888 6889 6890 6891 6892 6893 6894 6895 53682 53692 53725 53732 53740 53748 53780 53786 53792 53798 53828 53834 53889 53896 53902 53908,bibliocraft:typewriter:1
Lapis Lazuli Block,§8(14.40) §d144 §dmB UU,1,4813.3,4510,303.3,12,4016 1040,🗑️,50079 60806 34563 17079 19621 6061 9725 9155 11566 3767 2768 3379 5645,6252 6649 6918 7302 7845 12232 12622 15226 15787 16659 18410 18411 18412 18413 18414 18415 19601 20198 33127 34563 34806 38405 50078 50432 51988 52384 52628 55758 56632 58489 58535 58903 60807 61055 64891 64916,minecraft:lapis_block:0
Birch Clock,,1,4810.533333333334,4382.233333333334,428.3,23,2800 128,🍾,53933,22788 65934,bibliocraft:clock:2
Arcane Stone Pressure Plate,,1,4807.794260485652,213.33333333333334,4594.460927152319,25,3248 1760,🍾,29823,29802,thaumicaugmentation:pressure_plate_arcane_stone:0
Chicken Gumbo,,1,4805.59603545075,1834.003580520654,2971.592454930096,51,320 784,,55079,,harvestcraft:chickengumboitem:0
Rat on Arrow,,1,4802.8886580206035,1072.5149999999999,3730.373658020603,47,896 1312,🗑️,7460 14035 8715,,rats:rat_arrow:0
Viscous Wort,,1,4800.415333333333,4728.082,72.33333333333333,9,2992 2080,,2277 9012 9013,2278 6420,fluid:viscouswort
Copper Rod,,1,4796.938359547461,45.220625,4751.717734547461,56,2080 976,,15811 14861 14877 10893,6302 25613 51602 51629 51630 51634 51644 58011,libvulpes:productrod:4
Cave Root,,1,4794.979949874686,4791.979949874686,3,3,1184 1280,,2957 19395,41782,quark:root:0
White Typewriter,,1,4794.74532468727,4099.583333333333,695.1619913539367,39,2336 144,,53687 53692,6887 6888 6889 6890 6891 6892 6893 6894 6895 53682 53692 53725 53732 53740 53748 53780 53786 53792 53798 53828 53834 53889 53896 53902 53908,bibliocraft:typewriter:0
Nether Diamond Ore,,1,4794.577685798382,348,4446.577685798382,46,1680 1136,,3148 6533 7650,12989 16108 16388 18119 19171 19278 22607 24567 26262 26972 27247 34900 41002,netherendingores:ore_nether_vanilla:1
Nether Gold Ore,,1,4794.577685798382,348,4446.577685798382,46,1712 1136,,3149 6533 7650,12795 12797 13020 15257 16110 16452 18223 19146 19205 22609 24519 26506 26910 27048 28339 34868 41004 43141,netherendingores:ore_nether_vanilla:3
Chili Dog,Hearty light meal,1,4789.952984765487,1803.360529835391,2986.5924549300958,66,496 784,,55069,,harvestcraft:chilidogitem:0
Pump Attachment (MV),,1,4789.255856075239,364.7518715277778,4424.503984547461,69,1648 848,,50542,,ic2:cover:1
Rotating Elevator,,1,4788.836388888889,2649.0625,2139.773888888889,48,704 1200,,65796 63722,63706 63708 63710 63712 63714 63716 63718 63720 63722 63724 63726 63728 63730 63732 63734 63736,openblocks:elevator_rotating:8
Omelet,,1,4779.056343818985,571.9888888888888,4207.067454930096,65,752 816,,54618,,harvestcraft:omeletitem:0
"§6Sign ""Frost Warning""",,1,4778.186715415746,1344.822222222222,3433.3644931935246,38,3968 640,,51240 34652,22788 34652 51238,engineersdecor:sign_frost:0
"§6Sign ""Caution Strong Magnetic Field""",,1,4776.186715415746,1343.822222222222,3432.3644931935246,37,4048 640,,51235 34652,22788 34652 51240,engineersdecor:sign_magneticfield:0
Hempcrete,,1,4774.75058668222,9.830729166666666,4764.919857515553,36,784 912,,65243 62501 51412,11036 11038 11044 51411 51413,immersiveengineering:stone_decoration:4
"§6Sign ""Caution Hot Surface""",,1,4774.186715415746,1342.822222222222,3431.3644931935246,36,4000 640,,51239 34652,22788 34652 51235,engineersdecor:sign_hotsurface:0
Hempcrete Stairs,,1,4773.417904390553,7.498046875,4765.919857515553,37,656 912,🍾,51411,62501,immersiveengineering:stone_decoration_stairs_hempcrete:0
"§6Sign ""Fire Hazard""",,1,4772.186715415746,1341.822222222222,3430.3644931935246,35,3984 640,,51241 34652,22788 34652 51239,engineersdecor:sign_firehazard:0
Metal Ladder,,1,4771.460303991906,64.43145833333334,4707.028845658572,46,2912 896,,51497,51495 51496,immersiveengineering:metal_ladder:0
Tungsten Dust,,1,4771.287963576159,1531.7777777777778,3239.5101857983814,37,1632 1248,🗑️,17597 61893 7909 61892 17598 24212 24169 17722 18691 18714 10010 18685 15042 14962 16121 18214 18931 18238 11435 11429 16316 25371 17721 18809 18237 13050 8662 9111 26101 26018 26379 26165 16352 16331 8979 26381 16420 26011 18340 18341 18343 18338 18339 25378 26638 25514 26800 25419 26690 25437 25542 26828 25488 26774 25512 26798 25515 26801 25543 26829 25489 26775 25513 26799 22275 22401 34956 34957 34958 35119 35131 35132 35146,12769 15615 15617 15969 15971 17467 20439 24002 24452 26902 27195 28015 41134 61796 65060,qmd:dust:0
Hempcrete Slab,,1,4771.001888765553,5.08203125,4765.919857515553,37,576 912,🍾,51413,51412,immersiveengineering:stone_decoration_slab:4
Traveller's Belt (Alchemy),,1,4770.830463576159,4197,573.830463576159,28,640 512,,53384 20689 20690,,conarm:travel_potion:0
"§6Sign ""Caution Magical Hazard""",,1,4770.186715415746,1340.822222222222,3429.3644931935246,34,4080 640,,51236 34652,22788 34652 51241,engineersdecor:sign_magichazard:0
tile.engineersdecor.sign_caution.name,,1,4768.186715415746,1339.822222222222,3428.3644931935246,33,3856 640,,51246 34652 6302 6300 6294 6298 6296 6295 6299 6297 6301 6293,12285 12287 12289 12290 12295 12299 12300 12301 12303 12304 12306 12309 12313 12316 12317 12318 12319 12323 12324 12325 12326 12327 12328 12330 12332 22788 34652 51236,engineersdecor:sign_caution:0
"§6Sign ""Laser Hazard""",,1,4766.186715415746,1338.822222222222,3427.3644931935246,32,4032 640,,51234 34652,22788 34652 51246,engineersdecor:sign_laser:0
"§6Sign ""Radioactive Hazard""",,1,4764.186715415746,1337.822222222222,3426.3644931935246,31,4064 640,,51237 34652,22788 34652 51234,engineersdecor:sign_radioactive:0
Exit Sign,,1,4762.186715415746,1336.822222222222,3425.3644931935246,30,3936 640,,51243 34652,22788 34652 51237,engineersdecor:sign_exit:0
"Sign ""Factory Area""",,1,4760.186715415746,1335.822222222222,3424.3644931935246,29,3952 640,,51242 34652,22788 34652 51243,engineersdecor:sign_factoryarea:0
Cheese,Morsel,1,4758.609746596761,466.8738194444444,4291.735927152317,59,608 64,,64601,7460 14035 14820 20531 28814 29159 29179 43437 54228 54230 54232 54293 54307 54335 54338 54379 54420 54474 54491 54495 54501 54519 54522 54528 54529 54588 54590 54636 54641 54642 54646 54647 54716 54742 54774 54809 54810 54820 54829 54850 54852 54853 54894 54926 54949 54954 54968 54969 54984 54995 55005 55015 55063 55064 55075 55082 55101 55102 55103 55104 55105 55107 55108 55116 55151 55185 55196 55202 55232 55233 55235 55255 56046 56049 56053 56063 56090 56111 56112 56113 56114 56115 56116 56117 56118 56119 56120 56121 56122 56123 56124 56125 56126 56177 58269 58270 63222 63538 63558 64486 64602 66013,actuallyadditions:item_food:0
"Sign ""Caution Defense System Ahead""",,1,4758.186715415746,1334.822222222222,3423.3644931935246,28,3920 640,,51244 34652 8847 8827 8846 8839 8849 8824 8857 8831 8852 8828 8843 8855 8835 6302 8856 6294 6300 6298 6296 6295 6299 6297 8830 6301 8853 8825 8823 8820 8842 8840 8845 8848 8829 8832 8819 8833 8838 8854 8858 8834 8821 8850 8841 8826 8837 8836 8844 8822 6293 8851,22788 34652 51242,engineersdecor:sign_defense:0
Raspberry Milk Shake,,1,4757.5335416418075,1578.9410867117117,3178.592454930096,57,224 832,,54469,,harvestcraft:raspberrymilkshakeitem:0
Magma Gelatinous Slime Drop,,1,4756.995,312,4444.995,30,3040 1472,🍾,6810,20860,tconstruct:edible:34
"Sign ""Caution Really Dangerous There""",,1,4756.186715415746,1333.822222222222,3422.3644931935246,27,3888 640,,51245 34652,22788 34652 51244,engineersdecor:sign_danger:0
"Sign ""Caution Hot Wire""",,1,4754.186715415746,1332.822222222222,3421.3644931935246,26,4016 640,,51306 51238 34652,22788 34652 51245,engineersdecor:sign_hotwire:0
Staggered Metal Steps,,1,4748.484783158572,41.4559375,4707.028845658572,46,3712 640,,51309,,engineersdecor:metal_rung_steps:0
Redstone integrator,,1,4744.997130242826,4190.166666666667,554.8304635761589,20,3200 1216,,56458,,plethora:redstone_integrator:0
Diamond Ore,,1,4742.409213576159,174.5,4567.909213576159,57,848 1024,,24567 2719 3346 5944 8951 3757 9512 6984 29121 3899 12989 13085 9609 9892 26972 27247 26894 27171 19171 19278 19246 19140 4013 17892 4645 4197 4071 4933 4482 4338 4419 4134 5057 4259 5263 4556 5409 5486 4714 5374 6588 7649 5594 6873 7626 7692 7777 7982 8376 16796 22587 22607 22656,2720 3900 4135 4198 4260 4339 4934 5058 5264 5487 5595 6059 6509 6983 7893 8034 8215 8862 9539 9766 11521 11568 11936 12131 13044 13364 15265 15740 16268 16338 16797 16886 17579 17614 17969 18666 19428 22516 24515 26041 34899 40202,minecraft:diamond_ore:0
Metal Rung Ladder,,1,4741.617126908573,34.588281249999994,4707.028845658572,46,3680 640,,51310,,engineersdecor:metal_rung_ladder:0
Tiny Pile of Silver Dust,,1,4741.0842135761595,224,4517.0842135761595,48,3344 512,,17662 63163 18737 9468 9467 9497 18776 11400 11387 11423 11442 11437 11450,63162,contenttweaker:dust_tiny_silver:0
Wildberry Juice,,1,4740.83046357616,49,4691.83046357616,33,1168 48,🍾,2284,2283,rustic:wildberry_juice:0
Domino's Special,,1,4740.151678853937,2032.9896875,2707.1619913539366,59,1360 1152,🍾,59547,41946,nuclearcraft:dominos:0
ME Covered Cable - Lime,,1,4738.76394495589,657.1217948717948,4081.6421500840956,80,352 112,🍾,51734,51759,appliedenergistics2:part:25
Spell Detonator,,1,4738.663796909492,1212,3526.663796909492,31,3152 1232,,57482,,psi:detonator:0
Iron Ore Piece,,1,4736.4397691317145,21.4,4715.039769131715,44,832 672,🗑️,6010 11343 13448 17790 16510 13449 17838 17861,17921 29205,exnihilocreatio:item_ore_iron:0
Iron Rod,When pushed by a piston will break the block it's moving towards.\nCan be used for easy vanilla/early game auto farms for cobble/concrete!,1,4733.499470658572,27.470625,4706.028845658572,45,1680 896,,15819 14860 25325 25326 25330 25331 25335 25350 10892,20782 25614 50310 51309 51310 51311 51344 51382 51405 51497 51570 51576 51596 51599 51600 51622 51632 51638 51640 51661 55537 56696 56706 56707 58008 64637 65432 65902 65988,immersiveengineering:material:1
Fairy Bread,,1,4732.890046909492,1720.3058333333333,3012.584213576159,66,3232 784,,54941,,harvestcraft:fairybreaditem:0
Dwarven Gargoyle,,1,4728.6483455206035,2217.2828819444444,2511.3654635761595,57,3776 256,,57562,,cathedral:cathedral_gargoyle_demon_dwemer:0
Triple Compressed Apples,,1,4727.9,3079.8999999999996,1648,11,2832 64,🍾,60688,60689,additionalcompression:cropapple_compressed:2
Rotating Elevator,,1,4726.607222222223,2600.8333333333335,2125.773888888889,45,480 1200,,63706 65780,63706 63708 63710 63712 63714 63716 63718 63720 63722 63724 63726 63728 63730 63732 63734 63736,openblocks:elevator_rotating:0
Extended CAD Battery,,1,4726.466666666666,1447.3333333333333,3279.133333333333,27,2672 1232,,57449,,psi:cad_battery:1
Oil Shale,,1,4726.309908020604,2045,2681.309908020604,39,1856 1824,,3064 3524 6995 9529 17086 3981 9669 5420 5106 4523 4383 4592 4740 5009 4290 4449 5300 5615,3065 3525 3982 4291 4384 4450 4524 4593 4741 5010 5107 5301 5421 5616 6996 9509 15308 16334 18123 26031 28475 34974,thermalfoundation:ore_fluid:1
Neural connector,,1,4720.3,4415,305.3,14,3168 1216,,56460,,plethora:neuralconnector:0
Brown Rat Hammock,,1,4714.550565476191,2335.917232142857,2378.6333333333337,39,1088 1312,,56124 56139 25341 25361,56110 56127 56128 56129 56130 56131 56132 56133 56134 56135 56136 56137 56138 56139 56140 56141,rats:rat_hammock_brown:0
Green Rat Hammock,,1,4714.550565476191,2335.917232142857,2378.6333333333337,39,1104 1312,,56121 56136 25341 25361,56110 56127 56128 56129 56130 56131 56132 56133 56134 56135 56136 56137 56138 56139 56140 56141,rats:rat_hammock_green:0
Yellow Shimmering Mushroom,,1,4714.366666666667,1683.0666666666666,3031.3,21,2384 224,,53083 2553 3280 3109 3716 3874 4764 4867 5207,5744 10985 10988 13925 13935 13936 13938 13942 13947 13951 13957 13959 38663 52572 52654 52664 52665 52676 52681 52682 52689 52700 52710 52712 52716 52727 52736 52765 52767 52771 52777 52797 52802 52807 52832 52846 52848 52859 52869 52875 52882 52886 52889 52896 52900 53208 53267,botania:mushroom:4
Red Shimmering Mushroom,,1,4714.366666666667,1683.0666666666666,3031.3,21,2288 224,,52936 2549 3276 3712 3105 3870 4702 5125 4863,5754 10985 10988 13914 13915 13917 13918 13920 13922 13923 13925 13927 13932 13937 13944 13951 13953 13957 13958 38673 52572 52650 52670 52674 52678 52682 52696 52699 52702 52703 52720 52721 52722 52733 52741 52745 52768 52770 52771 52774 52779 52788 52793 52794 52803 52809 52810 52821 52829 52836 52861 52901 53174 53208,botania:mushroom:14
Block of Uranium,Caution,1,4711.206435798382,2324,2387.2064357983813,48,1552 288,,34570 9535,6390 9530 10905 12563 15821 16686 19618 20377 22055 28760 34570 34948 43274,chisel:blockuranium:0
Block of Uranium,Shipping Crate,1,4711.206435798382,2324,2387.2064357983813,48,1568 288,,34570,6390 10905 12563 15821 16686 19618 20377 22055 28760 34570 34948 43274,chisel:blockuranium:1
Block of Uranium,Thermal,1,4711.206435798382,2324,2387.2064357983813,48,1600 288,,34570,6390 10905 12563 15821 16686 19618 20377 22055 28760 34570 34948 43274,chisel:blockuranium:2
Block of Uranium,An Old Relic From The\nLand Of OneTeuFyv,1,4711.206435798382,2324,2387.2064357983813,48,1616 288,,34570,6390 10905 12563 15821 16686 19618 20377 22055 28760 34570 34948 43274,chisel:blockuranium:3
Block of Uranium,Egregious,1,4711.206435798382,2324,2387.2064357983813,48,1584 288,,34570,6390 10905 12563 15821 16686 19618 20377 22055 28760 34570 34948 43274,chisel:blockuranium:4
Block of Uranium,Bolted,1,4711.206435798382,2324,2387.2064357983813,48,1632 288,,34570,6390 10905 12563 15821 16686 19618 20377 22055 28760 34570 34948 43274,chisel:blockuranium:5
Block of Uranium,Scaffold,1,4711.206435798382,2324,2387.2064357983813,48,1648 288,,34570,6390 10905 12563 15821 16686 19618 20377 22055 28760 34570 34948 43274,chisel:blockuranium:6
Dreadwood Log,,1,4710.246428571428,178.2797619047619,4531.966666666666,22,1952 880,,65236,101 559 728 729 6157 6472 8187 8761 10812 12628 15548 21358 22078 22788 23004 23593 26163 26661 27368 27389 27400 27401 27409 29166 29180 29181 29182 29183 29184 34812 41512 50386 50427 50557 50792 50794 55289 55640 55645 57949 58205 58392 58910 60487 60491 61642 63081 63292 64483 64578 65166 66088 66133 66209,iceandfire:dreadwood_log:0
Cacophonium,,1,4708.433333333333,4399.133333333333,309.3,18,48 208,,53286,,botania:cacophonium:0
Invalid Seeds,,1,4705.733888888888,2166.8888888888887,2538.845,23,2432 848,,534,10595 10596 10597 10598 10599 10600 10601 10602 10603 10604 10605 10606 10607 10608 10609 10610 10611 10612 10613 10614 10615 10616 10617 10618 10619 10620 10621 10622 10623 10624 10625 10626 10627 10628 10629 10630 10631 10632 10633 10634 10635 10636 10637 10638 10639 10640 15337,"ic2:crop_seed_bag:0:{owner:""ic2"",scan:1b,growth:1b,id:""nether_wart"",resistance:1b,gain:1b}"
Invalid Seeds,,1,4705.733888888888,2166.8888888888887,2538.845,23,2432 848,,534,10595 10596 10597 10598 10599 10600 10601 10602 10603 10604 10605 10606 10607 10608 10609 10610 10611 10612 10613 10614 10615 10616 10617 10618 10619 10620 10621 10622 10623 10624 10625 10626 10627 10628 10629 10630 10631 10632 10633 10634 10635 10636 10637 10638 10639 10640 15337,"ic2:crop_seed_bag:0:{growth:1b,owner:""ic2"",scan:1b,id:""nether_wart"",gain:1b,resistance:1b}"
Amphithere Macuahuitl,,1,4704.8116666666665,3757.9666666666662,946.8449999999999,18,304 880,🍾,53630,39562,iceandfire:amphithere_macuahuitl:0
Small Plate Press,,1,4704.028845658573,1005.4116666666666,3698.6171789919067,43,2640 80,,51618,15777 15778 15779 15780 15781 15782 15783 15784 15785 15786 15787 15788 15789 15790 15791 15792 15793 15794 15795 15796 15797 15798 15799 15800 15801 15802 15803 15804 15805 15806 15807 15808 15809 15810 15811 15812 15813 15814 15815 15816 15817 15818 15819 15820 15821 15822 15823 15824 15825 15826 15827 15828 15829 15830 15831 15832,advancedrocketry:platepress:0
Barrier Stone,,1,4702.127593818986,106.66666666666667,4595.460927152319,26,3392 1744,🍾,29891,66185,thaumcraft:paving_stone_barrier:0
Paving Stone of Travel,,1,4702.127593818986,106.66666666666667,4595.460927152319,26,3376 1744,,30080,,thaumcraft:paving_stone_travel:0
Arcane Stone Button,,1,4701.627593818986,107.16666666666667,4594.460927152319,25,2560 1760,🍾,29841,29806,thaumicaugmentation:button_arcane_stone:0
Ball of Fur,,1,4701,4701,0,,912 64,🗑️,203 606 7537 34986,9 10 11 8628 33093 34794 34795 34796 34803 34804 34807 34808 34809 34810 34812 34813 34814 34815 34816 34821 34822 34824 34825 34826 34827 34828 34830 34831 34832 34833 34834 34835 34836 34837 34838 34839 34840 34841 34842 34843 34844 34845 34846 34847 34848 34849 34850 34851 34852 34853 34854 34855 34856 34857 34858 34859 34860 34861 34863 34864 34867 34868 34871 34872 34875 34876 34879 34880 34883 34884 34887 34888 34891 34892 34895 34896 34897 34898 34899 34900 34901 34902 34903 34904 34905 34906 34907 34908 34909 34910 34911 34912 34913 34914 34915 34916 34917 34918 34919 34920 34921 34924 34926 34927 34930 34931 34934 34935 34938 34941 34944 34945 34946 34953 34956 34959 34960 34963 34964 34965 34966 34967 34968 34969 34970 34971 34972 34973 34974 34975 34976 34977 34978 34979 34980 34981 34982 34983 34984 34985 34986 34987 34988 34989 34990 35004 35005 35006 35007 35016 35018 35019 35020 35021 35066 35069 35070 35071 35072 35077 35078 35079 35080 35081 35082 35091 35092 35100 35102 35107 35110 35111 35112 35113 35114 35115 35116 35117 35118 35119 35120 35121 35122 35123 35124 35125 35126 35127 35128 35129 35130 35131 35132 35133 35134 35135 35136 35137 35138 35139 35140 35141 35142 35143 35144 35145 35146 35147 35148 35149 35150 35151 35152 35153 35154 35155 35156 35157 64836 64903 66407,actuallyadditions:item_hairy_ball:0
ME Covered Cable - Blue,,1,4700.972278289224,620.3301282051282,4080.6421500840956,79,560 112,🍾,51806,51759,appliedenergistics2:part:31
Bangers and Mash,,1,4700.616638431779,1512.0241835016834,3188.5924549300958,67,1552 768,,55207,,harvestcraft:bangersandmashitem:0
Radiation Badge,,1,4700.609908020603,2127,2573.609908020603,45,2560 1168,,59555,,nuclearcraft:radiation_badge:0
Diversion Transporter,,1,4700.379491353937,3349.0195833333332,1351.3599080206034,41,1728 1008,,52028,,mekanism:transmitter:5:{tier:0}
Dimension Screen Module,,1,4698.3,4381,317.3,15,2528 1328,,56500,,rftoolsdim:dimension_module:0
Chicken Chow Mein,,1,4696.260093818984,1713.6676388888889,2982.5924549300958,62,256 784,,55083,,harvestcraft:chickenchowmeinitem:0
Oak Clock,,1,4695.866666666667,4382.566666666667,313.3,22,2784 128,🍾,53774,22788 65934,bibliocraft:clock:0
Block of Uranium,Thermal,1,4694.784213576159,2323,2371.7842135761593,45,1216 912,,61877 63593 61876 34570 17030 16818 61878,6390 7648 10905 12563 15821 16686 19618 20377 22055 28760 34570 34948 36699 43274 51460 61757,immersiveengineering:storage:5
Strawberry Ice Cream,,1,4693.308192109584,1514.7157371794874,3178.5924549300958,57,2448 832,,54356 25334,54261 54356 54532 54635 54652 54658 54678 55054 55098 55126 55210 55222,harvestcraft:strawberryicecreamitem:0
